,Title,Rating,Rating Count and Reviews,Current Price,Original Price,Discount,Processor,RAM Capacity,Operating System,SSD Capacity,Screen Size
939,DELL Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 14 7430 2 in 1 Laptop,,,"₹97,490","₹1,20,000",18% off,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display
940,Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15IAL7 Thin an...,3.9,68 Ratings&6 Reviews,"₹58,470","₹97,890",40% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
941,MSI Bravo 15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon...,4.8,9 Ratings&4 Reviews,"₹79,990","₹83,990",4% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
942,Infinix X1 Slim Series Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and...,4.3,"3,895 Ratings&457 Reviews","₹35,990","₹49,999",28% off,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display
943,Thomson Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) IN-N15V2C Thin and Light Lap...,,,"₹16,990","₹25,990",34% off,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,39.62 cm (15.6 inch) Display
944,ASUS Vivobook 15X (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ3...,4.1,33 Ratings&4 Reviews,"₹43,650","₹58,990",26% off,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
945,ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,4.8,5 Ratings&0 Reviews,"₹68,990","₹79,990",13% off,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
946,DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapt...,,,"₹54,990","₹69,027",20% off,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
947,Lenovo LOQ 2024 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,4,4 Ratings&2 Reviews,"₹1,03,990","₹1,46,890",29% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
948,ASUS Vivobook AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Thin and...,,,"₹37,849","₹61,999",38% off,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
949,Lenovo IdeaPad AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 Thin and Light ...,,,"₹58,990","₹83,890",29% off,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display
950,MSI Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,4.4,205 Ratings&25 Reviews,"₹82,990","₹1,14,990",27% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
951,Acer Nitro 5 (2024) Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVID...,4.4,741 Ratings&69 Reviews,"₹96,990","₹1,81,999",46% off,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
952,Lenovo IdeaPad Flex 5 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05 2 in 1 Laptop,4.4,302 Ratings&41 Reviews,"₹37,711","₹79,690",52% off,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display
953,HP Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s- dq3032tu Thin and Light Laptop,,,"₹26,749","₹36,045",25% off,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11 Home Operating System,256 GB SSD,35.56 cm (14 inch) Display
954,Acer Chromebook (2024) Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) CB314-1H Ch...,4,97 Ratings&10 Reviews,"₹19,311","₹29,999",35% off,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
955,HP Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) 14-ew0153TU Thin and Light Laptop,3.3,3 Ratings&0 Reviews,"₹92,999","₹1,12,997",17% off,Intel Core i7 Processor (13th Gen),16 GB LPDDR5X RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
956,Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRYP3HN/A,4.5,211 Ratings&15 Reviews,"₹1,26,890","₹1,34,900",5% off,Apple M3 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD,38.1 cm (15 Inch) Display
957,ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S Th...,3.9,849 Ratings&90 Reviews,"₹28,990","₹48,999",40% off,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
958,Lenovo Legion 5 2024 Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,,,"₹1,44,990","₹1,96,590",26% off,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
959,,,,,,,,,,,
960,,,,,,,,,,,
961,,4,,,,35% off,,,,,
962,,,,,,,,,,,
963,,,,,,,,,,,
964,,,,,,,,,,,
965,,,,,,,,,,,
966,MSI Modern 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busine...,,,"₹42,990","₹60,990",29% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
967,"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Intel Core i7 13th Gen 1335U - (16 GB/...",4.1,9 Ratings&1 Reviews,"₹1,09,990","₹1,52,990",28% off,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 Inch) Display
968,HP Spectre x360 (2023) OLED Eyesafe Evo Intel Core i7 13th Gen 1355U - (32 GB/1 TB SSD/Windows 11 Home...,,,"₹1,50,990","₹1,68,617",10% off,Intel Core i7 Processor (13th Gen),32 GB LPDDR4X RAM,64 bit Windows 11 Operating System,1 TB SSD,34.29 cm (13.5 Inch) Touchscreen Display
969,Apple 2023 Macbook Air Apple M2 - (8 GB/256 GB SSD/macOS Ventura) MQKP3HN/A,4.7,248 Ratings&22 Reviews,"₹1,22,990","₹1,24,900",1% off,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD,38.86 cm (15.3 Inch) Display
970,DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/1 TB HDD/256 GB SSD/Windows 10) INSPIRON 3501 Thin...,4.3,518 Ratings&51 Reviews,"₹54,097","₹67,000",19% off,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display
971,DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3530 Thin a...,4.2,76 Ratings&5 Reviews,"₹47,999","₹63,300",24% off,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
972,SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) NP960XGK-KG2...,4.7,22 Ratings&2 Reviews,"₹1,49,990","₹1,72,489",13% off,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Touchscreen Display
973,Acer Predator Helios 300 (2024) Intel Core i9 12th Gen 12900H - (16 GB/1 TB SSD/Windows 11 Home/6 GB G...,4.5,126 Ratings&18 Reviews,"₹1,19,990","₹1,79,999",33% off,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
974,Acer Aspire 7 (2024) AMD Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,4.4,"6,550 Ratings&767 Reviews","₹48,990","₹89,990",45% off,Free upgrade to Windows 11 when available,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
975,DELL Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thi...,3,10 Ratings&2 Reviews,"₹58,890","₹89,902",34% off,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
976,ASUS Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ541WS Laptop,4.2,5 Ratings&1 Reviews,"₹52,990","₹74,990",29% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
977,Acer Nitro 16 AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,,,"₹1,29,990","₹1,48,999",12% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
978,DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 3000 T...,4,105 Ratings&12 Reviews,"₹49,490","₹70,490",29% off,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
979,Acer Predator Helios 16 2024 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Gra...,,,"₹1,99,999",,,Intel Core i9 Processor (14th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
980,Colorful P15 Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/6 GB Graphics/NVI...,4.2,39 Ratings&5 Reviews,"₹69,990","₹99,999",30% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
981,Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,,,"₹1,89,990","₹2,20,999",14% off,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
982,ASUS Vivobook 14 Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) X415EA-EK344WS Thi...,4.2,161 Ratings&10 Reviews,"₹34,990","₹59,990",41% off,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
983,ASUS Vivobook 16X AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB712WS No...,4.2,180 Ratings&19 Reviews,"₹58,990","₹86,990",32% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display
984,ASUS ROG Strix G15 (2021) AMD Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/1 TB SSD/Windows 10 Home/4 GB Gra...,4.5,129 Ratings&19 Reviews,"₹84,990","₹1,14,989",26% off,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
985,Lenovo THINKBOOK AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) TB 15 Thin and Light...,4.1,67 Ratings&3 Reviews,"₹52,990","₹99,999",47% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display
986,HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light La...,4.3,301 Ratings&45 Reviews,"₹34,074","₹44,466",23% off,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
987,Infinix GT Series Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,4.3,27 Ratings&3 Reviews,"₹79,990","₹1,29,990",38% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display
988,Infinix INBook X2 Plus Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and...,4.2,623 Ratings&111 Reviews,"₹32,990","₹44,990",26% off,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display
989,MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,,,"₹1,54,990","₹1,73,990",10% off,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
990,,,,,,,,,,,
991,,,,,,,,,,,
992,,4.3,,,,38% off,,,,,
993,,,,,,,,,,,
994,,,,,,,,,,,
995,,,,,,,,,,,
996,,,,,,,,,,,
997,Infinix GT Series Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,4.3,27 Ratings&3 Reviews,"₹79,990","₹1,29,990",38% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display
998,HP Spectre x360 Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14-eu0666TU 2 in 1 Laptop,,,"₹1,69,990","₹1,85,478",8% off,Intel Core Ultra 7 Processor,32 GB LPDDR5X RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display
999,Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook,4.3,39 Ratings&2 Reviews,"₹49,990","₹70,999",29% off,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
1000,Acer Aspire 3 14 Metal Body Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) A314-36M T...,4.2,46 Ratings&3 Reviews,"₹33,990","₹45,999",26% off,Intel Core i3 Processor (12th Gen),8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
1001,Lenovo V15 G2 AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Laptop,3.7,18 Ratings&4 Reviews,"₹28,990","₹39,900",27% off,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
1002,HP Intel Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Pro) 240 G8 Laptop,,,"₹58,800","₹69,999",15% off,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display
1003,Lenovo Yoga 9 4K OLED Intel Core i7 12th Gen 1280P - (16 GB/1 TB SSD/Windows 11 Home) 14IAP7 Thin and ...,,,"₹1,33,329","₹2,37,890",43% off,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display
1004,Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,4.3,256 Ratings&24 Reviews,"₹82,990","₹1,31,190",36% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
1005,DELL Inspiron 16 5630 Intel Core i7 1360P - (16 GB/1 TB SSD/Windows 11 Home) IN5630MV7F4001ORS1 Laptop,,,"₹85,041","₹1,14,316",25% off,Intel Core i7 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display
1006,DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and ...,4.9,14 Ratings&1 Reviews,"₹52,499","₹80,000",34% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
1007,Lenovo ThinkBook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Thin ...,4.1,163 Ratings&16 Reviews,"₹50,190","₹1,02,240",50% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
1008,HP Pavilion AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1005AU Thin and Ligh...,4.3,"1,544 Ratings&147 Reviews","₹54,000","₹68,000",20% off,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
1009,MSI Creator 16 AI Studio Intel Core Ultra 9 1st Gen 185H - (64 GB/2 TB SSD/Windows 11 Home/12 GB Graph...,,,"₹3,29,990","₹3,79,990",13% off,Intel Core Ultra 9 Processor (1st Gen),64 GB DDR5 RAM,Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
1010,Acer Aspire Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) N23Q11 Laptop,,,"₹51,899","₹72,999",28% off,Intel Core i5 Processor (13th Gen),8 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,35.56 cm (14 inch) Display
1011,MSI GF63 Thin Intel Core i5 10th Gen 11400H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,4.5,"2,297 Ratings&295 Reviews","₹52,891","₹76,990",31% off,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
1012,DELL Intel Core i5 12th Gen 1235U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,4.1,312 Ratings&22 Reviews,"₹51,500","₹77,301",33% off,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD,Graphics & Keyboard: Integrated & Standard Keyboard,"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border",Intel Core i5 Processor (12th Gen)
1013,ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home...,4.3,"1,909 Ratings&192 Reviews","₹62,990","₹80,990",22% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display
1014,HP Victus 15 (2024) AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,4.3,438 Ratings&30 Reviews,"₹61,990","₹80,587",23% off,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,38.86 cm (15.3 Inch) Display
1015,MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,,,"₹69,990","₹81,990",14% off,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
1016,SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) NP940XGK-KG3IN...,3.8,10 Ratings&1 Reviews,"₹1,71,990","₹1,97,789",13% off,Intel Core Ultra 7 Processor,32 GB LPDDR5X RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Touchscreen Display
1017,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,4.3,176 Ratings&8 Reviews,"₹69,300","₹84,838",18% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
1018,ASUS AMD Ryzen 7 Octa Core 6th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,5,4 Ratings&0 Reviews,"₹81,200","₹1,17,990",31% off,AMD Ryzen 7 Octa Core Processor (6th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,1 TB SSD,43.94 cm (17.3 inch) Display
1019,MICROSOFT Surface Pro (11th Edition) Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Pro) ZH...,,,"₹1,31,990","₹1,34,999",2% off,Qualcomm Snapdragon X Plus Processor,16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,35.05 cm (13.8 Inch) Touchscreen Display
1020,DELL G15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.1,308 Ratings&32 Reviews,"₹71,490","₹94,987",24% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,96.52 cm (38 cm) Display
1021,,,,,,,,,,,
1022,,,,,,,,,,,
1023,,4.3,,,,38% off,,,,,
1024,,,,,,,,,,,
1025,,,,,,,,,,,
1026,,,,,,,,,,,
1027,,,,,,,,,,,
1028,Acer Swift Go 14 AI Powered EVO Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-72T...,4.1,108 Ratings&16 Reviews,"₹83,990","₹1,29,999",35% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display
1029,Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin and Light...,4.1,"2,576 Ratings&228 Reviews","₹20,990","₹33,190",36% off,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,35.56 cm (14 Inch) Display
1030,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,,,"₹77,566",,,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
1031,MSI Prestige 13 Evo Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13Evo A13...,4,9 Ratings&4 Reviews,"₹92,990","₹1,39,990",33% off,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 Inch) Display
1032,ASUS VivoBook 15 (2022) Intel Core i3 11th Gen 1115G4 - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302...,4.3,"1,918 Ratings&231 Reviews","₹30,900","₹49,999",38% off,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display
1033,ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK523WS Th...,4.8,8 Ratings&0 Reviews,"₹38,990","₹62,990",38% off,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
1034,HP Intel Core i3 N305 - (8 GB/256 GB/Chrome Plus) 14a-nf0017TU Chromebook,,,"₹47,490","₹53,327",10% off,Intel Core i3 Processor,8 GB LPDDR5 RAM,Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty
1035,Lenovo V15 Intel Core i3 12th Gen - (8 GB/512 GB SSD/DOS/512 MB Graphics) V15 Laptop,4,51 Ratings&2 Reviews,"₹31,790","₹54,137",41% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,DOS Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
1036,DELL G15 Intel Core i5 10th Gen 10200H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX...,4.5,4 Ratings&0 Reviews,"₹76,716","₹1,03,000",25% off,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
1037,ASUS Vivobook S 15 OLED Intel H-Series Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home...,4.4,76 Ratings&4 Reviews,"₹1,19,990","₹1,34,990",11% off,Intel Core i9 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
1038,MSI Stealth 16 AI Studio Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,,,"₹1,99,990","₹2,29,990",13% off,Intel Core Ultra 7 Processor,32 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display
